symbol,price,market_cap,sector
MEDPLUS.NS,877.9,10535,Healthcare
MEESHO.NS,194.0,88726,Consumer Cyclical
MEGASTAR.NS,290.0,327,Consumer Defensive
MEIL.NS,298.28,824,Industrials
MENNPIS.NS,59.0,0,
MENONBE.NS,125.75,704,Consumer Cyclical
MERCANTILE.NS,23.15,0,
METROBRAND.NS,1021.9,27851,Consumer Cyclical
METROGLOBL.NS,134.5,165,Industrials
METROPOLIS.NS,476.9,9887,Healthcare
MFML.NS,24.61,26,Consumer Cyclical
MFSL.NS,1591.9,54938,Financial Services
MGL.NS,1132.75,11189,Utilities
MHLXMIRU.NS,185.0,196,Consumer Cyclical
MHRIL.NS,247.0,4981,Consumer Cyclical
MICEL.NS,43.3,1043,Technology
MIDHANI.NS,390.7,7319,Basic Materials
MIDWESTLTD.NS,1248.0,4512,Basic Materials
MINDACORP.NS,516.8,12163,Consumer Cyclical
MINDTECK.NS,202.0,645,Technology
MIRCELECTR.NS,33.1,1222,Consumer Cyclical
MIRZAINT.NS,32.57,450,Consumer Cyclical
MITCON.NS,79.1,139,Industrials
MMFL.NS,490.0,2365,Industrials
MMP.NS,247.35,628,Basic Materials
MMTC.NS,64.71,9706,Industrials
MOBIKWIK.NS,217.4,1711,Technology
MODINATUR.NS,379.9,505,Consumer Defensive
MODIRUBBER.NS,137.9,348,Real Estate
MODIS.NS,395.0,773,Real Estate
MODISONLTD.NS,166.33,539,Industrials
MODTHREAD.NS,47.45,165,Consumer Cyclical
MOHITIND.NS,23.6,33,Consumer Cyclical
MOIL.NS,310.05,6309,Basic Materials
MOL.NS,49.1,1248,Basic Materials
MOLDTECH.NS,127.41,367,Industrials
MOLDTKPAC.NS,564.1,1874,Consumer Cyclical
MONARCH.NS,293.1,2323,Financial Services
MONEYBOXX.NS,73.24,511,Financial Services
MONTECARLO.NS,561.9,1164,Consumer Cyclical
MOREPENLAB.NS,41.44,2270,Healthcare
MOSCHIP.NS,202.0,3917,Technology
MOTHERSON.NS,121.5,127954,Consumer Cyclical
MOTILALOFS.NS,805.95,48564,Financial Services
MOTOGENFIN.NS,24.33,94,Real Estate
MPHASIS.NS,2275.0,43410,Technology
MPSLTD.NS,1660.0,2817,Communication Services
MRF.NS,130000.0,55134,Consumer Cyclical
MRPL.NS,168.37,29508,Energy
MSPL.NS,35.74,2025,Basic Materials
MSTCLTD.NS,434.55,3059,Industrials
MSUMI.NS,40.8,27057,Consumer Cyclical
MTARTECH.NS,6680.0,20547,Industrials
MTNL.NS,31.35,1975,Communication Services
MUFIN.NS,113.35,2246,Financial Services
MUFTI.NS,77.68,507,Consumer Cyclical
MUKANDLTD.NS,137.0,1979,Basic Materials
MUKKA.NS,24.1,723,Consumer Defensive
MUKTAARTS.NS,60.7,137,Communication Services
MUNJALAU.NS,81.0,809,Consumer Cyclical
MUNJALSHOW.NS,129.41,517,Consumer Cyclical
MURUDCERA.NS,33.78,204,Industrials
MUTHOOTCAP.NS,206.2,339,Financial Services
MUTHOOTFIN.NS,3432.0,137783,Financial Services
MUTHOOTMF.NS,191.0,3204,Financial Services
MVGJL.NS,173.0,845,Consumer Cyclical
MWL.NS,352.5,1046,Basic Materials
NACLIND.NS,161.96,3804,Basic Materials
NAGREEKCAP.NS,31.3,39,Financial Services
NAGREEKEXP.NS,27.0,84,Consumer Cyclical
NAHARCAP.NS,250.2,418,Financial Services
NAHARINDUS.NS,117.3,506,Consumer Cyclical
NAHARPOLY.NS,252.26,620,Consumer Cyclical
NAHARSPING.NS,241.5,870,Consumer Cyclical
NAM-INDIA.NS,1010.0,64449,Financial Services
NARMADA.NS,33.99,128,Basic Materials
NATCAPSUQ.NS,155.0,160,Healthcare
NATCOPHARM.NS,1092.95,19575,Healthcare
NATHBIOGEN.NS,194.98,371,Basic Materials
NATIONALUM.NS,395.35,72611,Basic Materials
NATIONSTD.NS,1336.0,0,
NAUKRI.NS,970.1,62814,Communication Services
NAVA.NS,660.0,18678,Industrials
NAVINFLUOR.NS,6815.0,34951,Basic Materials
NAVKARCORP.NS,100.0,1505,Industrials
NAVNETEDUL.NS,145.17,3211,Communication Services
NAZARA.NS,263.55,9763,Communication Services
NBCC.NS,92.05,24853,Industrials
NBIFIN.NS,2030.0,599,Financial Services
NCC.NS,164.0,10296,Industrials
NCLIND.NS,176.67,799,Basic Materials
NDGL.NS,2650.0,264,Financial Services
NDLVENTURE.NS,119.12,401,Communication Services
NDRAUTO.NS,785.0,1872,Consumer Cyclical
NDTV.NS,78.75,888,Communication Services
NEAGI.NS,3245.9,0,
NELCAST.NS,142.18,1240,Industrials
NELCO.NS,700.3,1597,Technology
NEOGEN.NS,1630.0,4463,Basic Materials
NEPHROPLUS.NS,530.0,5318,Healthcare
NESCO.NS,1234.0,8694,Industrials
NESTLEIND.NS,1463.8,282266,Consumer Defensive
NETWEB.NS,4069.0,23169,Technology
NETWORK18.NS,34.43,5317,Communication Services
NEULANDLAB.NS,14902.0,19119,Healthcare
NEWGEN.NS,508.0,7170,Technology
NFL.NS,78.25,3838,Basic Materials
NGIL.NS,37.5,66,Consumer Defensive
NGLFINE.NS,2247.0,1388,Healthcare
NH.NS,1772.0,35989,Healthcare
NHPC.NS,83.5,83876,Utilities
NIACL.NS,160.84,26506,Financial Services
NIBE.NS,1076.0,1607,Industrials
NIBL.NS,31.95,77,Industrials
NIITLTD.NS,70.0,954,Consumer Defensive
NIITMTS.NS,309.0,4249,Consumer Defensive
NILE.NS,1670.0,0,
NILKAMAL.NS,1302.9,1950,Consumer Cyclical
NIMBSPROJ.NS,192.05,371,Unknown
NINSYS.NS,519.9,965,Technology
NIPPOBATRY.NS,334.0,250,Industrials
NIRAJ.NS,29.01,173,Industrials
NIRAJISPAT.NS,246.75,14,Consumer Cyclical
NIRLON.NS,571.0,0,Real Estate
NITCO.NS,87.8,2111,Industrials
NITINSPIN.NS,461.0,2591,Consumer Cyclical
NITIRAJ.NS,210.0,215,Technology
NITTAGELA.NS,971.1,0,Basic Materials
NIVABUPA.NS,78.58,14517,Financial Services
NKIND.NS,67.89,40,Consumer Defensive
NLCINDIA.NS,316.2,43845,Utilities
NMDC.NS,90.4,79478,Basic Materials
NOCIL.NS,179.99,3006,Basic Materials
NORBTEAEXP.NS,61.99,96,Consumer Defensive
NORTHARC.NS,259.1,4186,Financial Services
NOVAAGRI.NS,28.5,256,Basic Materials
NOVARTIND.NS,1030.0,2543,Healthcare
NPST.NS,1202.0,2506,Technology
NRAIL.NS,475.0,808,Basic Materials
NRBBEARING.NS,282.0,2733,Consumer Cyclical
NRL.NS,55.53,383,Industrials
NSIL.NS,5720.0,2937,Financial Services
NSLNISP.NS,42.79,12540,Basic Materials
NTPC.NS,399.9,387769,Utilities
NTPCGREEN.NS,110.49,93102,Utilities
NUCLEUS.NS,805.8,2121,Technology
NURECA.NS,265.12,265,Healthcare
NUVAMA.NS,1333.4,24273,Financial Services
NUVOCO.NS,295.5,10553,Basic Materials
NYKAA.NS,266.8,76395,Consumer Cyclical
OAL.NS,311.0,1046,Basic Materials
OBCL.NS,55.0,115,Industrials
OBEROIRLTY.NS,1668.8,60677,Real Estate
OCCLLTD.NS,98.45,491,Basic Materials
ODIGMA.NS,27.0,84,Communication Services
OFSS.NS,9736.0,84764,Technology
OIL.NS,490.0,79703,Energy
OILCOUNTUB.NS,62.51,324,Energy
OLAELEC.NS,36.55,15343,Consumer Cyclical
OLECTRA.NS,1239.0,10169,Industrials
OMAXAUTO.NS,131.0,280,Consumer Cyclical
OMAXE.NS,83.41,1531,Real Estate
OMFREIGHT.NS,83.4,280,Industrials
OMINFRAL.NS,92.21,888,Industrials
OMNI.NS,375.8,4647,Industrials
OMPOWER.NS,196.0,0,Industrials
ONEPOINT.NS,54.0,1417,Industrials
ONESOURCE.NS,1752.0,20085,Healthcare
ONGC.NS,298.8,375898,Energy
ONMOBILE.NS,55.96,594,Communication Services
ONWARDTEC.NS,242.0,544,Technology
OPTIEMUS.NS,417.55,3703,Technology
ORBTEXP.NS,166.23,440,Consumer Cyclical
ORCHPHARMA.NS,622.95,3159,Healthcare
ORICONENT.NS,65.0,1026,Consumer Cyclical
ORIENTBELL.NS,305.0,448,Industrials
ORIENTCEM.NS,144.5,2968,Basic Materials
ORIENTCER.NS,41.2,492,Basic Materials
ORIENTELEC.NS,185.0,3947,Consumer Cyclical
ORIENTHOT.NS,98.6,1760,Consumer Cyclical
ORIENTLTD.NS,67.05,67,Consumer Cyclical
ORIENTTECH.NS,275.5,1261,Technology
ORISSAMINE.NS,4218.0,2530,Basic Materials
ORKLAINDIA.NS,639.0,8753,Consumer Defensive
OSWALAGRO.NS,48.5,652,Real Estate
OSWALGREEN.NS,27.64,709,Financial Services
OSWALPUMPS.NS,411.0,4685,Industrials
PACEDIGITK.NS,171.55,3702,Technology
PAGEIND.NS,37190.0,41481,Consumer Cyclical
PAISALO.NS,49.9,4538,Financial Services
PAKKA.NS,95.5,429,Basic Materials
PALASHSECU.NS,96.95,96,Consumer Defensive
PALREDTEC.NS,40.05,48,Technology
PANACEABIO.NS,361.95,2216,Healthcare
PANACHE.NS,365.25,556,Technology
PANAMAPET.NS,281.0,1699,Energy
PANSARI.NS,296.25,516,Real Estate
PAR.NS,91.99,113,Healthcare
PARACABLES.NS,39.82,1215,Technology
PARADEEP.NS,129.14,13406,Basic Materials
PARAGMILK.NS,224.99,2812,Consumer Defensive
PARAS.NS,794.0,6398,Industrials
PARKHOSPS.NS,231.5,9999,Healthcare
PARKHOTELS.NS,123.6,2637,Consumer Cyclical
PASHUPATI.NS,88.15,1391,Consumer Cyclical
PASUPTAC.NS,49.41,440,Consumer Cyclical
PATANJALI.NS,458.95,49938,Consumer Defensive
PATELENG.NS,28.34,2706,Industrials
PATELRMART.NS,211.99,708,Consumer Cyclical
PAUSHAKLTD.NS,470.0,1158,Basic Materials
PAYTM.NS,1095.95,70152,Technology
PCBL.NS,288.99,11370,Basic Materials
PDMJEPAPER.NS,84.0,797,Basic Materials
PDSL.NS,276.25,3915,Industrials
PEARLPOLY.NS,20.84,35,Consumer Cyclical
PENIND.NS,167.5,2260,Industrials
PERSISTENT.NS,4804.0,75053,Technology
PETRONET.NS,279.0,41850,Energy
PFC.NS,449.0,148174,Financial Services
PFIZER.NS,4705.2,21525,Healthcare
PFOCUS.NS,308.15,23912,Communication Services
PFS.NS,31.16,2001,Financial Services
PGEL.NS,535.5,15287,Technology
PGHH.NS,10179.0,33041,Consumer Defensive
PGHL.NS,5200.0,8631,Healthcare
PGIL.NS,1542.2,7116,Consumer Cyclical
PHOENIXLTD.NS,1768.1,63234,Real Estate
PICCADIL.NS,606.0,5973,Consumer Defensive
PIDILITIND.NS,1378.1,140259,Basic Materials
PIGL.NS,112.75,238,Industrials
PIIND.NS,3080.0,46724,Basic Materials
PILANIINVS.NS,4690.0,5192,Financial Services
PINELABS.NS,195.5,22448,Technology
PIONEEREMB.NS,27.66,85,Consumer Cyclical
PIONRINV.NS,107.9,0,
PIRAMALFIN.NS,1992.9,45040,Financial Services
PITTIENG.NS,972.15,3588,Industrials
PIXTRANS.NS,1548.5,2109,Industrials
PKTEA.NS,790.0,244,Consumer Defensive
PLASTIBLEN.NS,166.5,432,Basic Materials
PLATIND.NS,235.19,1332,Basic Materials
PLAZACABLE.NS,40.75,178,Industrials
PML.NS,555.05,0,
PNB.NS,109.5,125847,Financial Services
PNBGILTS.NS,71.0,1278,Financial Services
PNBHOUSING.NS,1043.05,27176,Financial Services
PNC.NS,21.45,31,Communication Services
PNCINFRA.NS,213.01,5464,Industrials
PNGJL.NS,650.55,8828,Consumer Cyclical
PNGSREVA.NS,427.0,1353,Consumer Cyclical
POCL.NS,1382.1,4216,Basic Materials
PODDARMENT.NS,253.1,268,Basic Materials
POKARNA.NS,874.0,2709,Industrials
POLICYBZR.NS,1664.1,77080,Financial Services
POLYCAB.NS,8088.5,121772,Industrials
POLYMED.NS,1519.0,15414,Healthcare
POLYPLEX.NS,947.5,2974,Basic Materials
PONNIERODE.NS,306.3,263,Consumer Defensive
POONAWALLA.NS,419.0,36682,Financial Services
POWERGRID.NS,319.0,296689,Utilities
POWERICA.NS,488.0,6175,Industrials
POWERINDIA.NS,33570.0,149629,Industrials
POWERMECH.NS,2497.4,7895,Industrials
PPAP.NS,204.78,290,Consumer Cyclical
PPL.NS,209.1,500,Industrials
PPLPHARMA.NS,162.0,21438,Healthcare
PRABHA.NS,162.0,2374,Energy
PRADPME.NS,371.95,0,
PRAENG.NS,22.82,159,Real Estate
PRAJIND.NS,409.05,7518,Industrials
PRAKASH.NS,142.6,2553,Basic Materials
PRAVEG.NS,299.8,0,
PRECAM.NS,159.0,1510,Consumer Cyclical
PRECOT.NS,540.0,648,Consumer Cyclical
PRECWIRE.NS,425.0,7769,Industrials
PREMCO.NS,427.35,0,
PREMEXPLN.NS,561.0,3017,Basic Materials
PREMIERENE.NS,1014.0,45761,Technology
PREMIERPOL.NS,54.0,565,Basic Materials
PRESTIGE.NS,1409.2,60698,Real Estate
PRICOLLTD.NS,572.7,6980,Consumer Cyclical
PRIMESECU.NS,284.15,963,Financial Services
PRIMO.NS,23.0,557,Basic Materials
PRINCEPIPE.NS,258.0,2853,Industrials
PRITI.NS,45.5,60,Consumer Cyclical
PRIVISCL.NS,3354.7,13104,Basic Materials
PROSTARM.NS,157.51,927,Industrials
PROTEAN.NS,532.95,2164,Technology
PROZONER.NS,58.0,885,Real Estate
PRSMJOHNSN.NS,134.0,6744,Basic Materials
PRUDENT.NS,2830.0,11718,Financial Services
PSB.NS,24.94,17696,Financial Services
PSPPROJECT.NS,793.0,3143,Industrials
PTC.NS,210.27,6224,Utilities
PTCIL.NS,16139.0,24196,Industrials
PTL.NS,40.0,529,Real Estate
PUNJABCHEM.NS,1178.0,1444,Basic Materials
PURVA.NS,213.9,5072,Real Estate
PVP.NS,32.8,854,Industrials
PVRINOX.NS,1075.0,10556,Communication Services
PVSL.NS,101.11,719,Consumer Cyclical
PWL.NS,108.9,31142,Consumer Defensive
PYRAMID.NS,175.45,647,Consumer Cyclical
QPOWER.NS,1390.0,10764,Industrials
QUADFUTURE.NS,310.9,1243,Industrials
QUESS.NS,197.2,2944,Industrials
QUICKHEAL.NS,165.46,897,Technology
QUINT.NS,41.2,0,
RACE.NS,123.84,213,Industrials
RACLGEAR.NS,1267.0,1496,Consumer Cyclical
RADHIKAJWE.NS,64.2,758,Consumer Cyclical
RADIANTCMS.NS,41.81,446,Industrials
RADICO.NS,3435.0,45993,Consumer Defensive
RAILTEL.NS,321.78,10327,Communication Services
RAIN.NS,125.99,4237,Basic Materials
RAINBOW.NS,1251.0,12690,Healthcare
RAJESHEXPO.NS,118.66,3503,Consumer Cyclical
RAJOOENG.NS,58.27,1041,Industrials
RAJPALAYAM.NS,810.0,0,Unknown
RAJRATAN.NS,445.5,2261,Basic Materials
RAJRILTD.NS,21.11,1188,Consumer Cyclical
RAJSREESUG.NS,35.18,116,Consumer Defensive
RAJTV.NS,23.5,121,Communication Services
RALLIS.NS,265.0,5153,Basic Materials
RAMANEWS.NS,32.4,487,Consumer Defensive
RAMAPHO.NS,138.16,488,Basic Materials
RAMCOCEM.NS,930.0,21975,Basic Materials
RAMCOIND.NS,268.0,2327,Industrials
RAMCOSYS.NS,411.75,1542,Technology
RAMKY.NS,503.5,3484,Industrials
RAMRAT.NS,444.0,4144,Industrials
RANEHOLDIN.NS,1127.0,1609,Consumer Cyclical
RATEGAIN.NS,605.0,7144,Technology
RATNAMANI.NS,2646.0,18546,Basic Materials
RATNAVEER.NS,163.25,1107,Basic Materials
RAYMOND.NS,467.15,3108,Industrials
RAYMONDLSL.NS,797.8,4859,Consumer Cyclical
RAYMONDREL.NS,445.0,2961,Real Estate
RBA.NS,65.59,3823,Consumer Cyclical
RBLBANK.NS,337.9,20893,Financial Services
RBZJEWEL.NS,135.5,542,Consumer Cyclical
RCF.NS,129.3,7133,Basic Materials
RECLTD.NS,355.2,93532,Financial Services
REDINGTON.NS,215.0,16808,Technology
REDTAPE.NS,128.6,7109,Consumer Cyclical
REFEX.NS,263.0,3608,Energy
REGAAL.NS,82.65,849,Consumer Defensive
REGENCERAM.NS,47.0,124,Industrials
RELAXO.NS,300.3,7475,Consumer Cyclical
RELCHEMQ.NS,114.0,85,Consumer Cyclical
RELIABLE.NS,135.0,139,Technology
RELIANCE.NS,1436.0,1943262,Energy
RELIGARE.NS,220.5,7346,Financial Services
RELTD.NS,144.96,2589,Technology
REMSONSIND.NS,107.4,376,Consumer Cyclical
RENUKA.NS,29.3,6236,Consumer Defensive
REPCOHOME.NS,407.0,2546,Financial Services
REPL.NS,77.3,140,Industrials
REPRO.NS,358.95,514,Industrials
RESPONIND.NS,158.67,4230,Basic Materials
RGL.NS,100.0,1073,Consumer Cyclical
RHETAN.NS,29.35,2338,Basic Materials
RHIM.NS,404.95,8362,Industrials
RHL.NS,184.95,319,Consumer Cyclical
RICOAUTO.NS,113.0,1528,Consumer Cyclical
RIIL.NS,780.15,1178,Industrials
RISHABH.NS,473.0,1823,Technology
RITCO.NS,219.97,626,Industrials
RITES.NS,218.3,10491,Industrials
RKDL.NS,21.7,52,Consumer Defensive
RKEC.NS,34.96,83,Industrials
RKFORGE.NS,597.25,10837,Industrials
RKSWAMY.NS,84.95,428,Communication Services
RMC.NS,479.5,507,Industrials
RMDRIP.NS,21.88,936,Industrials
RML.NS,815.0,2252,Consumer Cyclical
ROHLTD.NS,342.15,938,Consumer Cyclical
ROLEXRINGS.NS,145.01,3949,Industrials
ROML.NS,45.15,67,Consumer Defensive
ROSSARI.NS,477.0,2642,Basic Materials
ROSSELLIND.NS,55.51,209,Industrials
ROSSTECH.NS,986.0,3731,Industrials
ROTO.NS,58.1,1097,Industrials
ROUTE.NS,526.5,3317,Communication Services
RPEL.NS,700.0,3214,Basic Materials
RPGLIFE.NS,2295.0,3795,Healthcare
RPOWER.NS,28.77,11898,Utilities
RPPINFRA.NS,80.84,400,Industrials
RPSGVENT.NS,852.0,2818,Technology
RPTECH.NS,453.35,2987,Technology
RRKABEL.NS,1571.0,17768,Industrials
RSDFIN.NS,84.35,0,
RSL.NS,138.38,1156,Basic Materials
RSSOFTWARE.NS,38.63,99,Technology
RSWM.NS,164.15,773,Consumer Cyclical
RSYSTEMS.NS,264.99,3140,Technology
RTNINDIA.NS,35.64,4921,Consumer Cyclical
RUBFILA.NS,73.0,396,Basic Materials
RUBICON.NS,964.1,15883,Healthcare
RUBYMILLS.NS,235.41,787,Consumer Cyclical
RUCHIRA.NS,116.35,347,Basic Materials
RUDRA.NS,21.0,210,Basic Materials
RUPA.NS,152.9,1216,Consumer Cyclical
RUSTOMJEE.NS,393.0,4961,Real Estate
RVHL.NS,42.0,257,Real Estate
RVNL.NS,298.1,62154,Industrials
RVTH.NS,585.0,179,Industrials
S&SPOWER.NS,408.9,504,Industrials
SAATVIKGL.NS,459.0,5834,Technology
SAFARI.NS,1407.0,6893,Consumer Cyclical
SAGARDEEP.NS,24.24,41,Basic Materials
SAGCEM.NS,180.0,2352,Basic Materials
SAGILITY.NS,41.88,19605,Healthcare
SAHLIBHFI.NS,81.75,252,Financial Services
SAHYADRI.NS,257.87,282,Industrials
SAIL.NS,184.95,76394,Basic Materials
SAILIFE.NS,1064.5,22569,Healthcare
SAIPARENT.NS,488.0,2155,Healthcare
SAKAR.NS,630.0,1382,Healthcare
SAKSOFT.NS,141.0,1802,Technology
SALONA.NS,261.75,137,Consumer Cyclical
SALSTEEL.NS,58.96,853,Basic Materials
SALZERELEC.NS,651.0,1151,Industrials
SAMBHV.NS,118.7,3497,Basic Materials
SAMHI.NS,156.0,3465,Consumer Cyclical
SAMMAANCAP.NS,145.38,16660,Financial Services
SAMPANN.NS,27.5,134,Basic Materials
SANATHAN.NS,450.0,3798,Consumer Cyclical
SANDESH.NS,1120.0,847,Communication Services
SANDHAR.NS,499.0,3010,Consumer Cyclical
SANDUMA.NS,210.27,10221,Basic Materials
SANGAMIND.NS,516.0,2544,Consumer Cyclical
SANGHVIMOV.NS,319.95,2769,Industrials
SANGINITA.NS,20.23,52,Basic Materials
SANOFI.NS,3405.0,7841,Healthcare
SANOFICONR.NS,4760.0,10978,Healthcare
SANSERA.NS,2527.0,15751,Consumer Cyclical
SANSTAR.NS,90.0,1640,Basic Materials
SAPPHIRE.NS,204.89,6592,Consumer Cyclical
SAPPL.NS,305.0,0,
SARDAEN.NS,591.0,20825,Basic Materials
SAREGAMA.NS,342.7,6578,Communication Services
SARLAPOLY.NS,90.5,755,Consumer Cyclical
SASKEN.NS,1316.0,1998,Technology
SATIA.NS,67.6,676,Basic Materials
SATIN.NS,175.5,1930,Financial Services
SAURASHCEM.NS,60.85,677,Basic Materials
SAYAJIHOTL.NS,277.0,0,Consumer Cyclical
SBC.NS,33.74,1606,Industrials
SBCL.NS,588.15,3387,Industrials
SBFC.NS,92.16,10190,Financial Services
SBGLP.NS,27.12,470,Real Estate
SBICARD.NS,645.0,61378,Financial Services
SBILIFE.NS,1820.0,182562,Financial Services
SBIN.NS,1071.95,989476,Financial Services
SCANSTL.NS,35.95,0,
SCHAEFFLER.NS,4135.0,64631,Consumer Cyclical
SCHAND.NS,161.88,570,Communication Services
SCHNEIDER.NS,1244.8,29763,Industrials
SCI.NS,305.0,14206,Industrials
SCILAL.NS,44.35,2065,Real Estate
SCODATUBES.NS,148.11,887,Basic Materials
SCPL.NS,381.0,405,Consumer Defensive
SDBL.NS,87.37,1816,Consumer Defensive
SEAMECLTD.NS,1594.9,4069,Industrials
SECMARK.NS,128.56,140,Industrials
SECURKLOUD.NS,23.37,78,Technology
SEDEMAC.NS,1852.0,8178,Consumer Cyclical
SEIL.NS,192.0,0,
SEJALLTD.NS,844.0,989,Industrials
SELMC.NS,32.5,107,Consumer Cyclical
SEMAC.NS,288.4,89,Industrials
SENCO.NS,313.4,5133,Consumer Cyclical
SENORES.NS,897.0,4131,Healthcare
SERVOTECH.NS,95.0,2145,Industrials
SESHAPAPER.NS,268.0,1690,Basic Materials
SETCO.NS,27.69,371,Consumer Cyclical
SETL.NS,139.7,2786,Industrials
SFL.NS,512.0,5565,Consumer Cyclical
SGFIN.NS,568.0,3742,Financial Services
SGIL.NS,550.0,854,Industrials
SGMART.NS,570.0,7182,Industrials
SHADOWFAX.NS,166.0,9677,Industrials
SHAHALLOYS.NS,69.89,138,Basic Materials
SHAILY.NS,2535.0,11649,Basic Materials
SHAKTIPUMP.NS,566.9,6995,Industrials
SHALBY.NS,164.17,1761,Healthcare
SHALPAINTS.NS,51.55,431,Basic Materials
SHANKARA.NS,121.99,295,Consumer Cyclical
SHANTIGEAR.NS,482.0,3698,Industrials
SHANTIGOLD.NS,200.0,1441,Consumer Cyclical
SHARDACROP.NS,1073.0,9680,Basic Materials
SHARDAMOTR.NS,860.0,4937,Consumer Cyclical
SHARDUL.NS,28.55,0,Financial Services
SHAREINDIA.NS,136.5,2986,Financial Services
SHBAJRG.NS,172.25,0,
SHEMAROO.NS,99.98,287,Communication Services
SHILCTECH.NS,5172.3,5917,Industrials
SHILPAMED.NS,409.95,8017,Healthcare
SHINDL.NS,148.25,0,
SHIVALIK.NS,260.69,411,Basic Materials
SHIVAMILLS.NS,60.25,52,Consumer Cyclical
SHIVATEX.NS,173.51,238,Consumer Cyclical
SHIVAUM.NS,355.0,482,Basic Materials
SHK.NS,145.45,2013,Basic Materials
SHOPERSTOP.NS,295.5,3253,Consumer Cyclical
SHRADHA.NS,36.79,215,Real Estate
SHREDIGCEM.NS,72.9,1077,Basic Materials
SHREECEM.NS,24290.0,87640,Basic Materials
SHREEJISPG.NS,404.35,6587,Industrials
SHREEPUSHK.NS,393.1,1271,Basic Materials
SHREERAMA.NS,46.5,620,Consumer Cyclical
SHREYANIND.NS,170.0,235,Basic Materials
SHRIKRISH.NS,43.1,0,Unknown
SHRINGARMS.NS,201.1,1939,Consumer Cyclical
SHRIPISTON.NS,3503.0,15430,Consumer Cyclical
SHRIRAMFIN.NS,938.5,220799,Financial Services
SHRIRAMPPS.NS,85.2,1453,Real Estate
SHYAMMETL.NS,870.0,24210,Basic Materials
SHYAMTEL.NS,22.62,25,Technology
SICAGEN.NS,53.5,211,Basic Materials
SICALLOG.NS,65.4,521,Industrials
SIEMENS.NS,3825.0,136216,Industrials
SIGACHI.NS,20.21,773,Healthcare
SIGIND.NS,50.4,148,Industrials
SIGMA.NS,45.47,467,Technology
SIGMAADV.NS,287.64,5069,Industrials
SIGNATURE.NS,864.9,12152,Real Estate
SIGNPOST.NS,255.0,1362,Communication Services
SIKA.NS,1039.9,0,
SILGO.NS,79.27,207,Consumer Cyclical
SILINV.NS,471.5,499,Financial Services
SILVERTUC.NS,164.9,2091,Technology
SIMPLEXINF.NS,238.01,1882,Industrials
SINCLAIR.NS,79.15,405,Consumer Cyclical
SINDHUTRAD.NS,23.48,3620,Industrials
SINGERIND.NS,72.03,0,
SINTERCOM.NS,72.1,198,Consumer Cyclical
SIRCA.NS,423.0,2408,Basic Materials
SIS.NS,352.0,4985,Industrials
SIYSIL.NS,572.9,2599,Consumer Cyclical
SJS.NS,1814.4,5805,Consumer Cyclical
SJVN.NS,79.06,31068,Utilities
SKFINDIA.NS,1717.0,8488,Industrials
SKFINDUS.NS,2205.0,10901,Industrials
SKIPPER.NS,476.1,5375,Industrials
SKMEGGPROD.NS,164.64,868,Consumer Defensive
SKYGOLD.NS,452.1,7001,Consumer Cyclical
SMARTLINK.NS,132.0,131,Technology
SMARTWORKS.NS,430.0,4913,Real Estate
SMCGLOBAL.NS,67.0,1402,Financial Services
SMLMAH.NS,3748.7,5424,Consumer Cyclical
SMLT.NS,75.1,102,Industrials
SMSPHARMA.NS,406.0,3802,Healthcare
SNOWMAN.NS,40.85,683,Industrials
SOBHA.NS,1431.0,15305,Real Estate
SOFTTECH.NS,405.0,560,Technology
SOLARA.NS,502.0,2418,Healthcare
SOLARINDS.NS,15470.0,139988,Basic Materials
SOLARWORLD.NS,198.2,1717,Technology
SOLEX.NS,1292.0,1395,Technology
SOMANYCERA.NS,470.0,1927,Industrials
SOMATEX.NS,109.95,373,Consumer Cyclical
SOMICONVEY.NS,111.49,135,Industrials
SONACOMS.NS,605.35,37643,Consumer Cyclical
SONAL.NS,104.4,0,
SONAMLTD.NS,51.98,208,Consumer Cyclical
SONATSOFTW.NS,255.0,7058,Technology
SOTL.NS,361.0,2475,Basic Materials
SOUTHBANK.NS,39.57,10357,Financial Services
SOUTHWEST.NS,239.0,712,Energy
SPAL.NS,812.0,2041,Consumer Cyclical
SPANDANA.NS,228.32,2023,Financial Services
SPARC.NS,142.5,4624,Healthcare
SPECIALITY.NS,104.0,501,Consumer Cyclical
SPECTRUM.NS,1215.0,1909,Industrials
SPENCERS.NS,34.75,312,Consumer Cyclical
SPIC.NS,71.0,1445,Basic Materials
SPLIL.NS,31.11,91,Consumer Cyclical
SPLPETRO.NS,755.0,14197,Basic Materials
SPMLINFRA.NS,206.53,1737,Industrials
SPORTKING.NS,148.0,1883,Consumer Cyclical
SRD.NS,44.95,287,Basic Materials
SREEL.NS,181.5,420,Consumer Cyclical
SRF.NS,2525.0,74842,Industrials
SRGHFL.NS,275.25,432,Financial Services
SRHHYPOLTD.NS,485.5,833,Basic Materials
SRM.NS,502.0,1152,Industrials
SRTL.NS,48.0,191,Consumer Cyclical
SSDL.NS,62.12,245,Consumer Cyclical
SSWL.NS,214.0,3366,Consumer Cyclical
STALLION.NS,150.5,1747,Basic Materials
STANLEY.NS,138.9,793,Consumer Cyclical
STAR.NS,1037.4,9561,Healthcare
STARCEMENT.NS,230.0,9296,Basic Materials
STARHEALTH.NS,526.0,30950,Financial Services
STARPAPER.NS,140.0,219,Basic Materials
